,track_name,danceability,loudness,acousticness,instrumentalness,valence,energy,genre,,
342,guys and dolls,0.419,-8.713,0.655,0,0.59,0.505,pop,,
343,"a woman, a lover, a friend",0.424,-9.4,0.777,2.97E-05,0.735,0.402,pop,,
344,"theme from ""la fayette""",0.451,-23.474,0.911,0.00326,0.394,0.0498,pop,,
345,summertime in venice,0.573,-13.002,0.642,0.253,0.531,0.248,pop,,
346,tell me how long,0.371,-6.282,0.0617,0,0.273,0.612,pop,,
347,steal your heart away,0.636,-5.539,0.302,0.000109,0.874,0.852,pop,,
348,when i fall in love,0.154,-15.413,0.676,0.00146,0.115,0.215,pop,,
349,one more dance,0.726,-5.107,0.164,0.000448,0.56,0.759,pop,,
350,tenderly,0.493,-21.377,0.978,0.86,0.249,0.0381,pop,,
351,it's the talk of the town,0.442,-9.25,0.841,0,0.245,0.326,pop,,
352,blueberry hill,0.489,-9.702,0.74,0.000236,0.829,0.499,pop,,
353,teach me tonight,0.558,-11.436,0.805,0,0.403,0.231,pop,,
354,moonlight on the colorado,0.256,-13.146,0.808,0,0.362,0.219,pop,,
355,don't blame me,0.615,-6.719,0.106,1.76E-05,0.193,0.534,pop,,
356,saathi na koi manzil,0.435,-15.746,0.966,0.462,0.393,0.213,pop,,
357,i had a notion,0.579,-14.458,0.896,0.704,0.575,0.333,pop,,
358,little jazz,0.625,-17.698,0.925,0.000482,0.322,0.126,pop,,
359,circulate,0.584,-5.797,0.0452,0,0.703,0.901,pop,,
360,sweet little you,0.606,-5.167,0.413,0,0.961,0.873,pop,,
361,king of clowns,0.481,-4.163,0.621,0,0.966,0.677,pop,,
362,look inside your heart,0.693,-7.159,0.0151,5.71E-06,0.404,0.678,pop,,
363,somebody to love,0.497,-7.024,0.19,0,0.358,0.693,pop,,
364,smile,0.632,-5.938,0.00143,0,0.733,0.639,pop,,
365,lonely guitar,0.453,-8.855,0.0205,0.00395,0.702,0.654,pop,,
366,you always hurt the one you love,0.59,-18.993,0.908,0,0.4,0.0597,pop,,
367,chances are,0.315,-9.339,0.884,0,0.259,0.313,pop,,
368,sleepless,0.53,-7.482,0.0335,4.91E-05,0.389,0.688,pop,,
369,i love you,0.575,-4.891,0.583,0,0.466,0.648,pop,,
370,bobby sox to stockings,0.608,-12.973,0.781,0,0.617,0.405,pop,,
371,the wanderer,0.59,-10.213,0.301,0,0.855,0.546,pop,,
372,(ain't that) good news,0.669,-10.768,0.719,0,0.942,0.54,pop,,
373,changing partners,0.459,-13.807,0.97,0.000445,0.254,0.138,pop,,
374,good times,0.87,-7.32,0.149,0.0102,0.893,0.657,pop,,
375,always it's you,0.519,-16.538,0.867,4.05E-06,0.373,0.18,pop,,
376,just ask your heart,0.451,-11.147,0.644,3.43E-06,0.953,0.486,pop,,
377,so sad (to watch good love go bad),0.618,-12.19,0.55,3.73E-06,0.403,0.303,pop,,
378,keep movin' on,0.585,-10.117,0.616,0,0.692,0.411,pop,,
379,sleepless nights,0.652,-7.254,0.492,0.0863,0.249,0.671,pop,,
380,walking to new orleans,0.582,-14.339,0.518,0,0.743,0.289,pop,,
381,soul,0.736,-2.18,0.515,0,0.803,0.74,pop,,
382,unchained melody,0.339,-16.725,0.396,0.000519,0.288,0.208,pop,,
383,sweet nothin's,0.778,-10.551,0.642,0.00104,0.961,0.413,pop,,
384,breaking up is hard to do,0.743,-5.466,0.699,0,0.965,0.799,pop,,
385,you send me,0.553,-10.426,0.878,0,0.407,0.291,pop,,
386,nothing can change this love,0.373,-11.843,0.769,0,0.436,0.301,pop,,
387,mio amore,0.325,-14.803,0.713,2.55E-06,0.342,0.193,pop,,
388,my girl josephine,0.783,-13.984,0.429,0.00893,0.934,0.372,pop,,
389,devil or angel,0.668,-13.181,0.871,0,0.719,0.239,pop,,
390,i'm through with love,0.261,-11.932,0.919,1.80E-06,0.395,0.306,pop,,
391,love hurts,0.485,-11.853,0.00596,0.0032,0.138,0.328,pop,,
392,harbor lights,0.26,-13.38,0.913,0.000649,0.303,0.29,pop,,
393,chain gang,0.698,-9.674,0.636,0,0.824,0.661,pop,,
394,jamaica farewell,0.596,-19.882,0.962,1.71E-05,0.695,0.142,pop,,
395,"you, you, you",0.295,-11.174,0.831,0.000125,0.235,0.168,pop,,
396,far away places,0.528,-11.952,0.731,0.000172,0.211,0.195,pop,,
397,girl of constant sorrow,0.347,-15.372,0.93,0,0.371,0.0585,pop,,
398,a lover's prayer,0.423,-11.049,0.895,0,0.213,0.246,pop,,
399,under paris skies,0.367,-16.007,0.471,0.846,0.573,0.157,pop,,
400,mockin' bird hill,0.585,-12.42,0.988,0.000566,0.662,0.199,pop,,
401,secret love,0.529,-5.032,0.215,0,0.141,0.614,pop,,
402,venus,0.617,-11.767,0.0314,0.00512,0.84,0.393,pop,,
403,bridge of tears,0.179,-15.528,0.641,0.00884,0.0398,0.302,pop,,
404,cross over the bridge,0.551,-9.846,0.824,0,0.762,0.334,pop,,
405,return to me,0.0988,-17.743,0.97,0.000725,0.219,0.125,pop,,
406,the song from moulin rouge,0.164,-8.178,0.883,0.906,0.0657,0.458,pop,,
407,you're nobody til somebody loves you,0.503,-16.651,0.776,0,0.652,0.182,pop,,
408,all the words in the world,0.71,-5.265,0.812,0,0.85,0.462,pop,,
409,all the things you are,0.45,-14.485,0.938,4.37E-06,0.243,0.154,pop,,
410,the great pretender,0.425,-9.427,0.943,3.44E-06,0.531,0.401,pop,,
411,i went to your wedding,0.53,-12.223,0.927,0,0.112,0.0853,pop,,
412,heading home,0.582,-4.097,0.0119,0.000408,0.268,0.914,pop,,
413,fools rush in,0.396,-14.062,0.941,0.000196,0.343,0.293,pop,,
414,i'll wait for you,0.594,-14.389,0.956,0.00579,0.308,0.304,pop,,
415,mona lisa,0.856,-4.393,0.371,0,0.489,0.694,pop,,
416,falling in love,0.472,-11.649,0.729,0.0158,0.373,0.27,pop,,
417,cincinnati fireball,0.689,-10.457,0.694,0,0.89,0.647,pop,,
418,don't lead me on,0.71,-11.694,0.372,0,0.707,0.463,pop,,
419,swinging on a star,0.677,-12.43,0.677,0,0.785,0.355,pop,,
420,mary hamilton,0.432,-21.363,0.926,0.000163,0.259,0.0194,pop,,
421,the jet,0.494,-3.868,0.000389,4.45E-05,0.185,0.971,pop,,
422,i'm old fashioned,0.483,-17.533,0.912,0.548,0.374,0.1,pop,,
423,"come to me, bend to me",0.191,-18.531,0.879,0.000425,0.137,0.117,pop,,
424,just friends,0.754,-7.561,0.404,0,0.554,0.376,pop,,
425,my mammy,0.489,-13.49,0.778,0,0.603,0.201,pop,,
426,cry,0.406,-10.449,0.756,0.678,0.163,0.399,pop,,
427,blue holiday,0.226,-6.615,0.708,0,0.363,0.385,pop,,
428,mister sandman,0.643,-10.304,0.862,0,0.761,0.359,pop,,
429,paper doll,0.658,-11.703,0.521,0.0067,0.685,0.475,pop,,
430,"love me, love me",0.605,-4.747,0.0862,3.08E-06,0.35,0.842,pop,,
431,the dance is over,0.238,-6.684,0.814,0,0.289,0.364,pop,,
432,maid of constant sorrow,0.417,-15.831,0.988,5.98E-05,0.476,0.0726,pop,,
433,a heart like mine,0.437,-3.394,0.0642,1.46E-06,0.493,0.844,pop,,
434,don't leave me,0.789,-5.069,0.0497,0,0.7,0.541,pop,,
435,the search,0.789,-4.788,0.596,0,0.39,0.786,pop,,
436,the twelfth of never,0.205,-10.765,0.902,0.000346,0.354,0.334,pop,,
437,long lonely nights,0.455,-10.282,0.794,0,0.388,0.279,pop,,
438,baby face,0.836,-8.629,0.158,0,0.277,0.54,pop,,
439,how long has this been going on,0.717,-13.954,0.587,0.103,0.703,0.406,pop,,
440,joy joy joy,0.461,-11.209,0.818,0,0.925,0.607,pop,,
441,light infatuation,0.469,-3.676,0.00016,0.643,0.275,0.735,pop,,
442,how many tears,0.551,-7.371,0.131,0,0.504,0.666,pop,,
443,love is a many splendored thing,0.161,-9.627,0.908,0,0.208,0.268,pop,,
444,when i grow too old to dream,0.693,-13.844,0.865,0,0.349,0.127,pop,,
445,it's mine,0.768,-8.674,0.0697,0,0.431,0.683,pop,,
446,what a sweet thing that was,0.578,-7.446,0.51,0,0.876,0.484,pop,,
447,mona lisa,0.856,-4.393,0.371,0,0.489,0.694,pop,,
448,oh lonesome me,0.672,-10.139,0.793,2.50E-06,0.943,0.731,pop,,
449,paper tiger,0.37,-9.996,0.106,0.745,0.463,0.548,pop,,
450,am i blue,0.233,-16.407,0.909,0.000583,0.316,0.152,pop,,
451,إلى حبيبى تسجيل حفلة,0.603,-7.585,0.723,0,0.691,0.489,pop,,
452,your cheatin' heart,0.672,-11.634,0.774,1.79E-05,0.689,0.243,pop,,
453,long ago and far away,0.236,-13.87,0.968,0.00252,0.273,0.234,pop,,
454,the more i see you,0.716,-12.064,0.869,0,0.51,0.412,pop,,
455,bully of the town,0.649,-11.084,0.174,3.13E-05,0.964,0.845,pop,,
456,muskrat,0.659,-16.552,0.89,0.00014,0.222,0.257,pop,,
457,"hi-lili, hi-lo",0.534,-19.33,0.969,3.03E-05,0.304,0.0491,pop,,
458,the song is ended (but the melody lingers on),0.519,-12.795,0.693,0,0.345,0.228,pop,,
459,blue avenue,0.662,-6.519,0.00968,0.821,0.422,0.682,pop,,
460,rock house,0.56,-9.2,0.0212,4.04E-05,0.456,0.874,pop,,
461,hello josephine,0.783,-13.984,0.429,0.00893,0.934,0.372,pop,,
462,perfidia,0.57,-11.89,0.956,3.72E-06,0.385,0.44,pop,,
463,so long baby,0.337,-8.67,0.0395,0.00161,0.343,0.922,pop,,
464,i'm gonna stay,0.474,-12.319,0.966,2.34E-05,0.443,0.0562,pop,,
465,earth angel,0.524,-12.306,0.865,0,0.466,0.177,pop,,
466,footsteps,0.679,-10.565,0.402,2.49E-05,0.871,0.374,pop,,
467,they call the wind maria,0.2,-11.832,0.672,4.56E-06,0.284,0.5,pop,,
468,i'm hurtin',0.542,-9.082,0.622,0,0.904,0.642,pop,,
469,misery,0.517,-3.677,0.00272,9.26E-06,0.731,0.906,pop,,
470,saved,0.739,-10.28,0.189,0,0.553,0.448,pop,,
471,the watusi,0.527,-6.364,0.296,0.000301,0.787,0.623,pop,,
472,you belong o me,0.695,-9.081,0.938,0,0.742,0.278,pop,,
473,if i had you (i'd be happy),0.554,-11.549,0.71,0,0.817,0.396,pop,,
474,lollipop,0.822,-4.943,0.179,1.46E-05,0.934,0.711,pop,,
475,dum dum,0.757,-4.783,0.105,0,0.802,0.895,pop,,
476,raindrops,0.519,-9.287,0.811,0.000123,0.654,0.446,pop,,
477,(i'd be) a legend in my time,0.497,-10.872,0.603,0,0.402,0.33,pop,,
478,come closer to me,0.741,-11.216,0.464,0.000129,0.93,0.341,pop,,
479,life is but a dream,0.252,-10.566,0.788,1.22E-06,0.286,0.364,pop,,
480,"swing low, sweet chariot",0.597,-12.964,0.271,0,0.706,0.6,pop,,
481,you're sixteen,0.665,-12.852,0.0381,1.84E-05,0.856,0.629,pop,,
482,rubber ball,0.43,-15.634,0.802,1.52E-05,0.0582,0.278,pop,,
483,you're always on my mind,0.621,-10.127,0.0116,0,0.452,0.583,pop,,
484,dream lover,0.526,-1.692,0.715,0,0.715,0.774,pop,,
485,only the lonely,0.57,-10.769,0.377,0.00509,0.934,0.529,pop,,
486,runaway,0.374,-3.825,0.219,0.00219,0.111,0.568,pop,,
487,angelina,0.416,-16.499,0.929,2.12E-05,0.19,0.121,pop,,
488,lonely teenager,0.352,-9.412,0.304,0,0.638,0.468,pop,,
489,more than i can say,0.707,-13.643,0.0669,5.42E-05,0.709,0.482,pop,,
490,it had to be you,0.285,-18.543,0.809,8.40E-05,0.15,0.142,pop,,
491,the majestic,0.497,-8.839,0.467,0.0982,0.271,0.364,pop,,
492,he will break your heart,0.612,-9.095,0.22,0,0.692,0.601,pop,,
493,raindrops,0.519,-9.287,0.811,0.000123,0.654,0.446,pop,,
494,emotions,0.466,-8.249,0.742,5.04E-06,0.516,0.416,pop,,
495,lonely world,0.714,-6.699,0.11,0,0.584,0.72,pop,,
496,i can't stop loving you,0.31,-13.552,0.815,0,0.377,0.279,pop,,
497,happy days,0.591,-12.115,0.043,0.00172,0.915,0.706,pop,,
498,devil doll,0.462,-9.77,0.013,0,0.733,0.586,pop,,
499,jody,0.599,-6.002,0.0187,0,0.817,0.833,pop,,
500,"goodnight, irene",0.569,-15.383,0.766,1.01E-05,0.469,0.149,pop,,
501,will you love me tomorrow,0.513,-9.679,0.686,2.62E-05,0.509,0.379,pop,,
502,my one and only love,0.474,-16.101,0.963,0.00291,0.248,0.0676,pop,,
503,you don't want my love,0.504,-3.736,0.0235,4.16E-06,0.337,0.91,pop,,
504,this kind of love,0.658,-8.788,0.828,0,0.225,0.312,pop,,
505,sweet and easy to love,0.363,-4.976,0.488,0,0.661,0.797,pop,,
506,nobody but you,0.637,-11.314,0.742,0,0.364,0.299,pop,,
507,"cold, cold heart",0.574,-12.076,0.898,0,0.522,0.164,pop,,
508,won't you take me back,0.624,-16.249,0.472,1.67E-06,0.537,0.331,pop,,
509,tammy,0.477,-5.942,0.924,0.000508,0.52,0.835,pop,,
510,dream lover,0.526,-1.692,0.715,0,0.715,0.774,pop,,
511,danny boy,0.258,-9.184,0.953,0.000179,0.197,0.22,pop,,
512,bally mena,0.493,-13.853,0.898,0,0.507,0.189,pop,,
513,wanted man,0.713,-10.796,0.414,1.98E-05,0.755,0.459,pop,,
514,when i fall in love,0.154,-15.413,0.676,0.00146,0.115,0.215,pop,,
515,land of the sea and sun,0.686,-19.374,0.951,0.000293,0.625,0.1,pop,,
516,twenty-two days,0.509,-9.984,0.673,0.021,0.69,0.418,pop,,
517,out in the cold again,0.267,-20.264,0.935,0.0194,0.174,0.0908,pop,,
518,but not for me,0.626,-14.182,0.934,6.05E-05,0.545,0.152,pop,,
519,please forgive me,0.587,-7.011,0.516,0,0.144,0.456,pop,,
520,angel in my heart,0.536,-4.169,0.0583,0,0.222,0.731,pop,,
521,day dreams,0.631,-8.983,0.542,0,0.934,0.54,pop,,
522,oh i apologize,0.646,-6.161,0.786,0,0.552,0.425,pop,,
523,hey little girl,0.52,-11.05,0.919,0.0132,0.193,0.195,pop,,
524,fools rush in,0.396,-14.062,0.941,0.000196,0.343,0.293,pop,,
525,the stroll,0.571,-8.152,0.853,3.28E-05,0.69,0.667,pop,,
526,bad boy,0.781,-8.376,0.236,0.000398,0.533,0.722,pop,,
527,havin' fun,0.691,-10.419,0.0159,0.0141,0.971,0.699,pop,,
528,cherished memories,0.211,-18.084,0.982,0.921,0.0674,0.136,pop,,
529,i'll be there,0.51,-7.247,0.593,1.24E-06,0.331,0.515,pop,,
530,blue skies,0.611,-10.225,0.837,0,0.604,0.285,pop,,
531,lost for sure,0.556,-15.25,0.625,0,0.594,0.313,pop,,
532,you should know,0.656,-5.566,0.698,0,0.861,0.577,pop,,
533,love again,0.662,-6.691,0.716,0,0.468,0.398,pop,,
534,"hi-lilli, hi-lo",0.47,-14.759,0.981,0.91,0.273,0.174,pop,,
535,dreamer,0.613,-11.211,0.954,0,0.413,0.146,pop,,
536,two wrongs don't make a right,0.662,-7.553,0.0899,0,0.401,0.613,pop,,
537,lonely,0.633,-7.85,0.307,0,0.578,0.529,pop,,
538,little angel,0.39,-5.916,0.0649,0,0.782,0.748,pop,,
539,your heart belongs to me,0.704,-8.554,0.712,7.00E-06,0.938,0.549,pop,,
540,boll weevil song,0.716,-17.01,0.248,2.89E-06,0.661,0.34,pop,,
541,what's a matter baby (is it hurting you),0.618,-5.722,0.264,0,0.864,0.83,pop,,
542,blueberry hill,0.489,-9.702,0.74,0.000236,0.829,0.499,pop,,
543,run to her,0.322,-18.566,0.2,0.000127,0.275,0.209,pop,,
544,king without a queen,0.498,-15.35,0.63,0,0.636,0.332,pop,,
545,remember you're mine,0.385,-14.188,0.843,0.000116,0.468,0.159,pop,,
546,lessons in love,0.709,-8.403,0.159,0.00209,0.864,0.839,pop,,
547,breaking up is hard to do,0.743,-5.466,0.699,0,0.965,0.799,pop,,
548,if dreams came true,0.611,-14.308,0.669,0.0044,0.492,0.241,pop,,
549,don't forbid me,0.686,-9.744,0.507,3.19E-05,0.692,0.418,pop,,
550,(i get so) sentimental,0.176,-17.754,0.995,0.968,0.141,0.0698,pop,,
551,the hucklebuck,0.551,-5.712,0.61,0,0.952,0.738,pop,,
552,ain't that a shame,0.486,-8.57,0.767,7.60E-05,0.942,0.501,pop,,
553,run to him,0.323,-11.686,0.592,0,0.58,0.459,pop,,
554,always,0.603,-8.178,0.692,1.46E-06,0.167,0.441,pop,,
555,(i've got to) cry over you,0.336,-3.617,0.693,7.11E-05,0.734,0.611,pop,,
556,earth angel,0.524,-12.306,0.865,0,0.466,0.177,pop,,
557,sharing you,0.542,-8.73,0.0383,0,0.331,0.654,pop,,
558,uptown,0.856,-7.223,0.00801,8.15E-05,0.928,0.609,pop,,
559,i sold my heart to the junkman,0.548,-8.687,0.733,0,0.816,0.728,pop,,
560,you alone (solo tu),0.267,-14.863,0.88,0.00126,0.142,0.193,pop,,
561,(it's) wonderful to be young,0.654,-11.494,0.832,1.12E-06,0.638,0.312,pop,,
562,let me in,0.654,-8.523,0.0447,0.011,0.428,0.489,pop,,
563,baby that's love,0.411,-9.636,0.213,1.17E-05,0.438,0.369,pop,,
564,so many ways,0.781,-5.81,0.198,1.14E-05,0.326,0.745,pop,,
565,from day to day,0.593,-5.478,0.198,0.869,0.798,0.79,pop,,
566,night life,0.636,-11.708,0.867,0.015,0.376,0.314,pop,,
567,here comes the night,0.637,-9.417,0.436,0.00017,0.96,0.58,pop,,
568,you left me,0.296,-26.197,0.955,0.971,0.0551,0.0305,pop,,
569,never again,0.449,-11.983,0.855,0.0142,0.396,0.406,pop,,
570,play a sad song,0.519,-8.508,0.383,0.00147,0.263,0.621,pop,,
571,big john (ain't you gonna marry me),0.652,-11.938,0.139,0,0.677,0.416,pop,,
572,love letters,0.563,-18.055,0.782,0.7,0.294,0.222,pop,,
573,dreamy eyes,0.417,-9.909,0.827,0,0.58,0.438,pop,,
574,all by myself,0.344,-10.005,0.35,0.0223,0.0775,0.325,pop,,
575,a fool never learns,0.337,-11.685,0.779,1.22E-06,0.738,0.583,pop,,
576,you're the one,0.758,-11.403,0.281,0.00288,0.822,0.612,pop,,
577,true love,0.712,-5.487,0.0182,6.09E-06,0.388,0.861,pop,,
578,sealed with a kiss,0.449,-10.38,0.743,0,0.6,0.362,pop,,
579,one hundred miles away from home,0.589,-15.118,0.697,0.000401,0.465,0.226,pop,,
580,walkin' with my angel,0.707,-12.029,0.587,0,0.966,0.537,pop,,
581,sharing you,0.542,-8.73,0.0383,0,0.331,0.654,pop,,
582,only you (and you alone),0.419,-10.497,0.932,0,0.322,0.331,pop,,
583,rocking blues,0.512,-9.968,0.00843,0.873,0.718,0.678,pop,,
584,your song,0.554,-11.028,0.828,5.53E-06,0.325,0.315,pop,,
585,donna the prima donna,0.358,-7.729,0.606,1.05E-06,0.93,0.654,pop,,
586,the ballad of bonnie & clyde,0.706,-9.523,0.713,0,0.735,0.467,pop,,
587,ecstasy,0.551,-7.311,0.0173,0,0.195,0.677,pop,,
588,let's make a memory,0.51,-7.583,0.111,6.36E-05,0.145,0.417,pop,,
589,"baby, let me follow you down",0.519,-6.495,0.785,0.0039,0.634,0.513,pop,,
590,soldier boy,0.736,-2.18,0.515,0,0.803,0.74,pop,,
591,you're my desire,0.318,-11.918,0.674,0.000117,0.602,0.324,pop,,
592,the great pretender,0.425,-9.427,0.943,3.44E-06,0.531,0.401,pop,,
593,"tonight, tonight",0.277,-9.381,6.28E-05,0.751,0.217,0.67,pop,,
594,what's so good about goodbye,0.511,-7.811,0.58,0,0.821,0.468,pop,,
595,evergreen,0.555,-11.661,0.557,0.00416,0.504,0.216,pop,,
596,take good care of her,0.508,-15.037,0.879,0.00626,0.397,0.194,pop,,
597,if i had a hammer,0.471,-9.298,0.269,0,0.512,0.387,pop,,
598,three coins in the fountain,0.154,-16.656,0.864,4.22E-05,0.222,0.118,pop,,
599,love is a many-splendored thing,0.29,-13.589,0.791,1.94E-06,0.131,0.178,pop,,
600,tonight,0.686,-4.977,0.0764,0,0.814,0.783,pop,,
601,love hurts,0.485,-11.853,0.00596,0.0032,0.138,0.328,pop,,
602,long lonely nights,0.455,-10.282,0.794,0,0.388,0.279,pop,,
603,sealed with a kiss,0.449,-10.38,0.743,0,0.6,0.362,pop,,
604,it's over,0.643,-12.19,0.869,0,0.386,0.199,pop,,
605,roses are red (my love),0.499,-14.145,0.756,0,0.48,0.145,pop,,
606,crying in the rain,0.61,-9.381,0.622,0,0.48,0.379,pop,,
607,mr. lonely,0.633,-7.85,0.307,0,0.578,0.529,pop,,
608,stand by me,0.65,-9.443,0.57,7.07E-06,0.605,0.306,pop,,
609,crying,0.334,-5.834,0.334,0,0.603,0.617,pop,,
610,blue on blue,0.607,-10.065,0.817,0,0.555,0.303,pop,,
611,over and over,0.612,-7.225,0.815,1.56E-05,0.253,0.271,pop,,
612,the impossible dream (the quest),0.344,-15.09,0.799,0,0.327,0.191,pop,,
613,running scared,0.572,-10.555,0.778,0.000435,0.381,0.392,pop,,
614,i love how you love me,0.226,-8.893,0.933,0.00145,0.438,0.45,pop,,
615,love letters in the sand,0.571,-13.216,0.811,0,0.555,0.196,pop,,
616,limbo rock,0.745,-4.811,0.154,0.000646,0.971,0.894,pop,,
617,fixin' to die,0.565,-11.708,0.897,0.571,0.577,0.266,pop,,
618,the crowd,0.281,-4.764,0.076,0.00085,0.555,0.967,pop,,
619,putty in your hands,0.533,-5.131,0.0399,0,0.916,0.903,pop,,
620,smile,0.632,-5.938,0.00143,0,0.733,0.639,pop,,
621,she wears my ring,0.292,-11.845,0.762,9.94E-05,0.414,0.379,pop,,
622,summer song,0.384,-5.764,1.10E-05,0.927,0.48,0.917,pop,,
623,twistin' in the kitchen with dinah,0.546,-7.383,0.641,0,0.962,0.633,pop,,
624,i promise love,0.471,-11.431,0.637,3.27E-06,0.912,0.469,pop,,
625,wedding day,0.646,-5.418,0.0387,1.49E-06,0.514,0.6,pop,,
626,loddy lo,0.551,-5.415,0.532,0,0.909,0.794,pop,,
627,cry myself to sleep,0.901,-10.153,0.377,9.87E-06,0.878,0.354,pop,,
628,it might as well be spring,0.32,-18.079,0.915,1.27E-06,0.25,0.107,pop,,
629,autumn to may,0.472,-26.37,0.936,5.21E-05,0.235,0.0571,pop,,
630,i'll be home,0.223,-16.084,0.281,0,0.176,0.146,pop,,
631,she cried,0.751,-6.376,0.554,0.0497,0.884,0.72,pop,,
632,gospel plow,0.704,-15.14,0.947,0.482,0.731,0.325,pop,,
633,if i had my way,0.637,-8.198,0.0309,0.76,0.823,0.893,pop,,
634,halfway to paradise,0.569,-12.647,0.536,0,0.65,0.476,pop,,
635,see that my grave is kept clean,0.39,-12.308,0.99,0.000399,0.407,0.184,pop,,
636,gravy (for my mashed potatoes),0.793,-5.62,0.507,2.09E-06,0.97,0.798,pop,,
637,when the girl in your arms is the girl in your heart,0.41,-13.477,0.867,0.000113,0.312,0.141,pop,,
638,cherry hill park,0.614,-9.511,0.609,0,0.896,0.501,pop,,
639,it keeps right on a-hurtin',0.309,-10.365,0.717,0,0.473,0.288,pop,,
640,somebody's gonna miss me,0.427,-8.545,0.691,0,0.802,0.735,pop,,
641,grow closer together,0.729,-14.394,0.714,0,0.838,0.332,pop,,
642,shut down (mono),0.584,-6.273,0.613,0,0.971,0.72,pop,,
643,our car club,0.739,-6.674,0.738,0.0172,0.967,0.81,pop,,
644,cry and you cry alone,0.266,-14.083,0.81,4.71E-06,0.296,0.205,pop,,
645,o holy night,0.194,-8.051,0.834,0.000781,0.0745,0.343,pop,,
646,white christmas,0.578,-10.424,0.825,5.00E-06,0.477,0.182,pop,,
647,operator,0.687,-8.853,0.573,6.43E-05,0.814,0.533,pop,,
648,ballad of ole' betsy,0.509,-10.343,0.655,0,0.548,0.297,pop,,
649,cry,0.406,-10.449,0.756,0.678,0.163,0.399,pop,,
650,fools rush in (where angels fear to tread),0.547,-18.06,0.975,0.131,0.663,0.182,pop,,
651,young and foolish,0.74,-4.487,0.237,0,0.692,0.793,pop,,
652,girl from the north country,0.607,-23.455,0.843,0.000197,0.305,0.142,pop,,
653,second hand love,0.446,-8.377,0.879,0,0.151,0.246,pop,,
654,i would,0.557,-7.583,0.798,0,0.411,0.295,pop,,
655,i'll keep it with mine,0.39,-12.673,0.174,0.000327,0.459,0.291,pop,,
656,if that's the way you want it,0.845,-12.904,0.118,1.29E-05,0.656,0.409,pop,,
657,because i love you,0.481,-10.281,0.676,0,0.0957,0.357,pop,,
658,custom machine,0.492,-7.823,0.147,0.22,0.527,0.883,pop,,
659,the death of emmett till,0.529,-15.95,0.979,0.00339,0.477,0.227,pop,,
660,i understand,0.454,-12.849,0.287,9.97E-05,0.144,0.385,pop,,
661,many tears ago,0.684,-3.466,0.792,0,0.86,0.491,pop,,
662,chora tua tristeza,0.61,-13.111,0.833,0.975,0.705,0.497,pop,,
663,breakin' in a brand new broken heart,0.385,-7.569,0.799,0,0.308,0.251,pop,,
664,surfers rule,0.578,-7.099,0.425,7.53E-05,0.963,0.717,pop,,
665,i'm the one who loves you,0.757,-16.683,0.605,0.002,0.671,0.31,pop,,
666,wonderful summer,0.534,-11.41,0.772,3.46E-06,0.374,0.384,pop,,
667,mr. tambourine man,0.39,-14.545,0.794,0,0.584,0.31,pop,,
668,from me to you,0.581,-4.387,0.507,0,0.968,0.821,pop,,
669,long time gone,0.595,-11.848,0.455,0.000479,0.362,0.366,pop,,
670,time to go,0.592,-12.426,0.801,1.39E-05,0.416,0.41,pop,,
671,standing on the highway,0.724,-13.226,0.842,0,0.572,0.276,pop,,
672,dance on,0.73,-5.199,0.108,0.000467,0.591,0.777,pop,,
673,slippin' and slidin',0.583,-6.121,0.707,0.000604,0.964,0.778,pop,,
674,old coat,0.535,-2.848,0.000104,2.88E-05,0.883,0.931,pop,,
675,two kinds of tear drops,0.664,-3.342,0.2,0,0.827,0.754,pop,,
676,masters of war,0.556,-15.973,0.613,3.27E-06,0.692,0.273,pop,,
